Region,cluster_label,urbanisation_degree,education_level,age_class,sex,commute_bin,percentage
Türkiye,Low-HO,Total,ISCED 0–2,50-74,female,percentage_60,2.82
Italy,Low-HO,Total,ISCED 0–2,35-49,female,percentage_60,5.82
Slovakia,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_60,7.95
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,0.59
Portugal,Mid-HO,Total,ISCED 5–8,35-49,female,percentage_60,7.23
Austria,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_60,8.52
Bulgaria,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_60,4.14
Spain,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_60,8.11
Romania,Low-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,0.46
Estonia,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_60,0.00
Finland,High-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_60,13.15
Lithuania,Low-HO,Total,ISCED 3–4,15-34,female,percentage_60,0.00
Lithuania,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_60,13.83
Croatia,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_60,0.00
Finland,High-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_60,0.00
Romania,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_60,5.05
Netherlands,High-HO,Total,ISCED 0–2,35-49,female,percentage_60,4.78
Bulgaria,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_60,4.12
Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_60,0.00
Slovakia,Low-HO,Total,ISCED 5–8,15-34,female,percentage_60,7.33
Greece,Low-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_60,6.10
Poland,Mid-HO,Rural areas,ISCED 5–8,15-34,female,percentage_60,3.71
Spain,Low-HO,Total,ISCED 0–2,35-49,male,percentage_60,11.88
Ireland,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_60,16.18
Slovakia,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_60,6.53
Greece,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_60,0.65
Italy,Low-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_60,13.81
Croatia,Low-HO,Total,ISCED 5–8,15-34,female,percentage_60,11.14
Poland,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_60,10.63
Slovenia,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_60,0.70
Netherlands,High-HO,Rural areas,ISCED 5–8,50-74,male,percentage_60,21.36
Netherlands,High-HO,Cities,ISCED 3–4,15-34,male,percentage_60,1.16
Slovakia,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_60,7.19
Denmark,High-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,0.00
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_60,9.08
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,12.94
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,4.82
Denmark,High-HO,Rural areas,ISCED 5–8,35-49,male,percentage_60,15.04
Germany,Mid-HO,Cities,ISCED 3–4,15-34,female,percentage_60,6.71
Greece,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_60,0.00
Sweden,High-HO,Total,ISCED 5–8,35-49,male,percentage_60,9.93
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,0.86
Italy,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_60,7.56
Germany,Mid-HO,Cities,ISCED 5–8,50-74,female,percentage_60,12.28
Sweden,High-HO,Total,ISCED 3–4,50-74,male,percentage_60,12.15
Portugal,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_60,8.58
Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_60,5.25
Slovenia,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,0.00
Spain,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_60,12.67
Czechia,Low-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_60,13.59
Denmark,High-HO,Total,ISCED 3–4,15-34,female,percentage_60,6.67
Ireland,Mid-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_60,8.57
Spain,Low-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_60,19.14
Belgium,High-HO,Rural areas,ISCED 5–8,15-34,female,percentage_60,0.00
Finland,High-HO,Rural areas,ISCED 3–4,35-49,male,percentage_60,0.00
Czechia,Low-HO,Rural areas,ISCED 5–8,35-49,female,percentage_60,0.89
Ireland,Mid-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_60,9.16
Netherlands,High-HO,Total,ISCED 0–2,50-74,female,percentage_60,5.90
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,9.28
Germany,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_60,7.93
Poland,Mid-HO,Rural areas,ISCED 0–2,35-49,male,percentage_60,0.00
Italy,Low-HO,Total,ISCED 0–2,35-49,male,percentage_60,6.71
Poland,Mid-HO,Rural areas,ISCED 5–8,15-34,male,percentage_60,8.98
Poland,Mid-HO,Cities,ISCED 3–4,50-74,female,percentage_60,3.44
Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_60,10.53
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,18.72
Spain,Low-HO,Towns and suburbs,ISCED 5–8,50-74,female,percentage_60,8.02
Austria,Mid-HO,Total,ISCED 5–8,35-49,female,percentage_60,9.69
Ireland,Mid-HO,Total,ISCED 5–8,35-49,female,percentage_60,1.53
Germany,Mid-HO,Total,ISCED 3–4,35-49,male,percentage_60,1.48
Portugal,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_60,6.56
Austria,Mid-HO,Total,All ISCED 2011 levels,35-49,female,percentage_60,5.49
Austria,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_60,8.05
Greece,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_60,0.00
Portugal,Mid-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_60,12.20
Romania,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_60,0.77
Ireland,Mid-HO,Rural areas,ISCED 5–8,50-74,male,percentage_60,20.60
France,Mid-HO,Total,ISCED 5–8,35-49,female,percentage_60,8.38
Denmark,High-HO,Cities,ISCED 0–2,15-34,female,percentage_60,0.00
Spain,Low-HO,Rural areas,ISCED 0–2,35-49,female,percentage_60,4.95
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_60,10.11
Bulgaria,Low-HO,Cities,ISCED 5–8,35-49,male,percentage_60,0.00
Austria,Mid-HO,Cities,ISCED 3–4,35-49,male,percentage_60,9.68
Croatia,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_60,11.40
Germany,Mid-HO,Rural areas,ISCED 3–4,15-34,female,percentage_60,0.00
Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_60,7.54
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,6.06
Germany,Mid-HO,Total,ISCED 0–2,35-49,female,percentage_60,0.00
Hungary,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_60,10.30
Netherlands,High-HO,Rural areas,ISCED 3–4,35-49,female,percentage_60,0.00
Belgium,High-HO,Total,ISCED 3–4,50-74,female,percentage_60,11.36
Germany,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_60,13.07
Poland,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_60,0.82
Finland,High-HO,Rural areas,ISCED 5–8,50-74,male,percentage_60,0.00
France,Mid-HO,Cities,ISCED 3–4,15-34,male,percentage_60,8.85
Finland,High-HO,Total,ISCED 0–2,50-74,male,percentage_60,0.00
Malta,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_60,0.00
Italy,Low-HO,Rural areas,ISCED 0–2,35-49,female,percentage_60,2.77
Hungary,Low-HO,Rural areas,ISCED 5–8,35-49,female,percentage_60,0.93
Germany,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_60,11.26
Ireland,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_60,15.87
Ireland,Mid-HO,Rural areas,ISCED 0–2,50-74,male,percentage_60,0.00
Italy,Low-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,5.66
Belgium,High-HO,Rural areas,ISCED 5–8,50-74,male,percentage_60,20.42
Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,35-49,female,percentage_60,0.00
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_60,4.77
Germany,Mid-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,0.00
Poland,Mid-HO,Cities,ISCED 3–4,35-49,male,percentage_60,7.80
Poland,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_60,4.80
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_60,12.72
Portugal,Mid-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_60,11.37
Portugal,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_60,9.76
Hungary,Low-HO,Total,ISCED 3–4,50-74,male,percentage_60,18.51
Estonia,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_60,0.00
Germany,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_60,8.65
Netherlands,High-HO,Cities,ISCED 3–4,50-74,male,percentage_60,12.59
Austria,Mid-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_60,9.44
Belgium,High-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,12.00
Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_60,5.42
Portugal,Mid-HO,Total,ISCED 0–2,35-49,male,percentage_60,5.93
Türkiye,Low-HO,Total,ISCED 5–8,35-49,female,percentage_60,8.89
Slovakia,Low-HO,Total,ISCED 3–4,15-34,male,percentage_60,4.90
Czechia,Low-HO,Total,ISCED 5–8,15-34,female,percentage_60,9.54
Bulgaria,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,0.00
Czechia,Low-HO,Cities,ISCED 3–4,15-34,female,percentage_60,0.00
Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_60,5.43
Greece,Low-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_60,0.72
Poland,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_60,5.06
Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_60,6.62
Spain,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_60,14.54
Hungary,Low-HO,Cities,ISCED 5–8,15-34,male,percentage_60,6.90
Italy,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,5.49
Italy,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_60,9.05
Poland,Mid-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,3.29
Poland,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_60,3.85
Greece,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_60,5.60
Denmark,High-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_60,0.00
Netherlands,High-HO,Cities,ISCED 5–8,15-34,male,percentage_60,15.24
Belgium,High-HO,Total,ISCED 3–4,35-49,male,percentage_60,13.71
Slovenia,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_60,5.74
Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_60,0.00
Sweden,High-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_60,0.00
Greece,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_60,0.00
Austria,Mid-HO,Cities,ISCED 3–4,50-74,male,percentage_60,0.74
France,Mid-HO,Rural areas,ISCED 3–4,15-34,male,percentage_60,8.47
Greece,Low-HO,Total,ISCED 5–8,35-49,male,percentage_60,5.50
France,Mid-HO,Rural areas,ISCED 5–8,35-49,female,percentage_60,6.24
Lithuania,Low-HO,Total,ISCED 5–8,50-74,female,percentage_60,3.31
Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_60,0.00
Slovakia,Low-HO,Total,ISCED 5–8,35-49,female,percentage_60,6.68
Austria,Mid-HO,Cities,ISCED 3–4,15-34,male,percentage_60,9.15
Belgium,High-HO,Cities,ISCED 3–4,35-49,male,percentage_60,12.22
Germany,Mid-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_60,11.98
Finland,High-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_60,4.44
Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_60,6.78
Germany,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_60,16.30
Finland,High-HO,Cities,ISCED 3–4,15-34,female,percentage_60,4.63
Ireland,Mid-HO,Cities,ISCED 5–8,35-49,male,percentage_60,12.54
Cyprus,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_60,0.00
Hungary,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_60,12.10
Sweden,High-HO,Total,ISCED 5–8,50-74,female,percentage_60,8.29
Lithuania,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_60,0.00
Slovakia,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_60,0.00
Greece,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_60,9.07
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_60,4.98
Latvia,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_60,10.62
France,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_60,10.02
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_60,8.91
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_60,5.01
Denmark,High-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_60,11.67
Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_60,4.44
Lithuania,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_60,0.00
Greece,Low-HO,Rural areas,ISCED 0–2,35-49,female,percentage_60,0.00
Germany,Mid-HO,Rural areas,ISCED 5–8,50-74,male,percentage_60,12.42
Czechia,Low-HO,Rural areas,ISCED 5–8,50-74,female,percentage_60,0.00
Austria,Mid-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_60,11.16
Austria,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_60,0.00
Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,5.02
Spain,Low-HO,Cities,ISCED 3–4,15-34,female,percentage_60,17.81
Spain,Low-HO,Towns and suburbs,ISCED 0–2,35-49,female,percentage_60,5.42
Lithuania,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,0.00
Germany,Mid-HO,Total,ISCED 3–4,50-74,female,percentage_60,8.39
Hungary,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_60,6.36
Latvia,Low-HO,Total,ISCED 5–8,50-74,female,percentage_60,17.87
Türkiye,Low-HO,No response,ISCED 5–8,35-49,female,percentage_60,8.89
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,14.54
Slovenia,Mid-HO,Rural areas,ISCED 3–4,50-74,male,percentage_60,0.00
Spain,Low-HO,Cities,ISCED 0–2,15-34,female,percentage_60,1.27
Finland,High-HO,Cities,ISCED 3–4,15-34,male,percentage_60,6.50
Croatia,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_60,0.00
Türkiye,Low-HO,Total,ISCED 0–2,15-34,male,percentage_60,11.12
Denmark,High-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,13.45
Czechia,Low-HO,Rural areas,All ISCED 2011 levels,50-74,female,percentage_60,6.08
Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_60,16.70
Estonia,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_60,0.00
Germany,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_60,13.11
Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_60,11.97
Italy,Low-HO,Towns and suburbs,ISCED 0–2,50-74,female,percentage_60,7.74
Greece,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,0.00
Poland,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_60,6.47
Croatia,Low-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_60,14.81
Italy,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_60,8.79
Finland,High-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_60,0.00
Ireland,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_60,16.36
Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_60,11.00
Spain,Low-HO,Total,ISCED 3–4,50-74,female,percentage_60,10.76
Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_60,7.76
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_60,0.00
Poland,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_60,0.61
France,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_60,0.00
Italy,Low-HO,Total,ISCED 0–2,15-34,female,percentage_60,6.36
Croatia,Low-HO,Total,ISCED 3–4,15-34,male,percentage_60,0.72
Germany,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_60,5.49
Germany,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_60,23.24
Austria,Mid-HO,Total,ISCED 0–2,35-49,male,percentage_60,8.96
Slovakia,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_60,8.14
France,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_60,10.55
Spain,Low-HO,Total,ISCED 5–8,50-74,male,percentage_60,9.01
Romania,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_60,5.66
Portugal,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_60,14.30
Bulgaria,Low-HO,Total,ISCED 3–4,50-74,female,percentage_60,3.83
Hungary,Low-HO,Total,ISCED 5–8,35-49,female,percentage_60,1.10
Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_60,0.00
Denmark,High-HO,Total,ISCED 5–8,35-49,male,percentage_60,1.06
Czechia,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_60,17.88
Türkiye,Low-HO,Total,ISCED 3–4,15-34,female,percentage_60,0.64
Romania,Low-HO,Total,ISCED 0–2,50-74,male,percentage_60,4.57
Estonia,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_60,6.65
Belgium,High-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,12.55
Bulgaria,Low-HO,Total,ISCED 3–4,50-74,male,percentage_60,3.79
Slovakia,Low-HO,Total,ISCED 3–4,35-49,female,percentage_60,3.62
Finland,High-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_60,5.38
Sweden,High-HO,Total,ISCED 3–4,15-34,male,percentage_60,8.67
France,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_60,12.45
Belgium,High-HO,Total,ISCED 0–2,35-49,male,percentage_60,11.24
Poland,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_60,9.01
Türkiye,Low-HO,No response,ISCED 0–2,50-74,male,percentage_60,5.72
Netherlands,High-HO,Cities,ISCED 3–4,35-49,female,percentage_60,6.34
Czechia,Low-HO,Total,ISCED 5–8,35-49,female,percentage_60,8.63
Portugal,Mid-HO,Rural areas,ISCED 0–2,50-74,female,percentage_60,0.00
Czechia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_60,11.75
Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_60,10.97
Austria,Mid-HO,Rural areas,ISCED 5–8,15-34,female,percentage_60,9.50
Czechia,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_60,5.65
Sweden,High-HO,Cities,ISCED 5–8,35-49,male,percentage_60,0.00
Poland,Mid-HO,Total,ISCED 0–2,35-49,male,percentage_60,5.90
Italy,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_60,8.80
Poland,Mid-HO,Total,ISCED 0–2,35-49,female,percentage_60,5.95
France,Mid-HO,Total,All ISCED 2011 levels,35-49,female,percentage_60,0.75
Belgium,High-HO,Rural areas,ISCED 3–4,15-34,female,percentage_60,0.00
Latvia,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_60,18.66
Poland,Mid-HO,Rural areas,ISCED 0–2,50-74,male,percentage_60,0.00
Ireland,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_60,3.05
Greece,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_60,0.00
France,Mid-HO,Total,ISCED 3–4,35-49,female,percentage_60,5.91
Türkiye,Low-HO,No response,All ISCED 2011 levels,15-34,female,percentage_60,0.80
Romania,Low-HO,Total,ISCED 5–8,35-49,male,percentage_60,5.74
Germany,Mid-HO,Total,ISCED 0–2,15-34,female,percentage_60,7.69
Portugal,Mid-HO,Cities,ISCED 5–8,35-49,male,percentage_60,11.03
Belgium,High-HO,Total,ISCED 3–4,15-34,male,percentage_60,8.70
Hungary,Low-HO,Total,ISCED 5–8,50-74,female,percentage_60,10.40
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,12.29
Finland,High-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_60,0.00
Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_60,9.02
Portugal,Mid-HO,Rural areas,ISCED 0–2,35-49,female,percentage_60,0.00
Slovakia,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_60,0.00
Portugal,Mid-HO,Total,ISCED 3–4,35-49,female,percentage_60,5.31
Romania,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_60,6.61
Portugal,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_60,0.69
Finland,High-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_60,7.66
Denmark,High-HO,Cities,ISCED 3–4,35-49,male,percentage_60,0.00
Romania,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_60,9.52
Netherlands,High-HO,Rural areas,ISCED 5–8,15-34,female,percentage_60,0.00
France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_60,1.28
Bulgaria,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_60,0.00
Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_60,6.48
Belgium,High-HO,Cities,ISCED 5–8,15-34,female,percentage_60,13.42
Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_60,6.56
Lithuania,Low-HO,Total,ISCED 5–8,15-34,male,percentage_60,4.06
Finland,High-HO,Cities,ISCED 3–4,35-49,male,percentage_60,0.00
Spain,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_60,7.57
Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_60,6.12
Greece,Low-HO,Total,ISCED 3–4,50-74,female,percentage_60,5.16
Greece,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_60,0.31
Bulgaria,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_60,4.57
Romania,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_60,5.39
Bulgaria,Low-HO,Total,ISCED 3–4,35-49,female,percentage_60,4.22
Romania,Low-HO,Total,ISCED 5–8,50-74,male,percentage_60,0.00
Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_60,5.99
Italy,Low-HO,Towns and suburbs,ISCED 0–2,15-34,female,percentage_60,3.30
Latvia,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_60,20.72
Estonia,Mid-HO,Total,ISCED 3–4,35-49,female,percentage_60,0.00
France,Mid-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_60,16.66
France,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_60,0.00
