"percentage_0","percentage_1_14","percentage_15_29","percentage_30_44","percentage_under45","percentage_45_59","percentage_60","percentage_over45","Region","cluster_label","urbanisation_degree","education_level","age_class","sex"
0.00,64.82,27.06,8.13,100.01,0.00,0.00,0.00,Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,"35-49",female
3.92,39.98,31.45,15.92,91.27,3.96,4.77,8.73,Germany,Mid-HO,Towns and suburbs,ISCED 3–4,"50-74",female
5.77,38.08,36.31,15.17,95.33,4.67,0.00,4.67,Germany,Mid-HO,Rural areas,ISCED 3–4,"50-74",female
3.18,14.81,35.07,34.15,87.21,4.99,7.80,12.79,Poland,Mid-HO,Cities,ISCED 3–4,"35-49",male
4.53,21.91,37.43,27.65,91.52,3.68,4.80,8.48,Poland,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,44.61,5.09,28.74,78.44,8.83,12.72,21.55,Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",female
9.32,3.85,45.04,24.53,82.74,5.90,11.37,17.27,Portugal,Mid-HO,Cities,All ISCED 2011 levels,"50-74",male
0.00,44.97,32.36,12.91,90.24,0.00,9.76,9.76,Portugal,Mid-HO,Total,ISCED 3–4,"50-74",female
1.56,4.77,59.34,5.20,70.87,10.62,18.51,29.13,Hungary,Low-HO,Total,ISCED 3–4,"50-74",male
0.00,35.96,38.48,25.56,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Total,ISCED 5–8,"15-34",female
8.10,26.84,30.98,18.07,83.99,7.35,8.65,16.00,Germany,Mid-HO,Total,ISCED 5–8,"50-74",female
7.08,20.93,31.60,19.22,78.83,8.58,12.59,21.17,Netherlands,High-HO,Cities,ISCED 3–4,"50-74",male
9.08,27.96,4.40,35.13,76.57,13.98,9.44,23.42,Austria,Mid-HO,Cities,All ISCED 2011 levels,"50-74",male
6.05,3.03,43.83,24.94,77.85,10.15,12.00,22.15,Belgium,High-HO,Towns and suburbs,ISCED 3–4,"15-34",male
1.92,23.57,45.36,18.77,89.62,4.96,5.42,10.38,Romania,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
0.00,44.23,30.56,15.31,90.10,3.98,5.93,9.91,Portugal,Mid-HO,Total,ISCED 0–2,"35-49",male
1.95,26.59,33.14,23.24,84.92,6.19,8.89,15.08,Türkiye,Low-HO,Total,ISCED 5–8,"35-49",female
0.24,19.43,45.96,24.81,90.44,4.66,4.90,9.56,Slovakia,Low-HO,Total,ISCED 3–4,"15-34",male
3.95,16.24,31.05,27.25,78.49,11.97,9.54,21.51,Czechia,Low-HO,Total,ISCED 5–8,"15-34",female
0.00,41.55,38.86,19.59,100.00,0.00,0.00,0.00,Bulgaria,Low-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,17.51,40.66,31.61,89.78,10.22,0.00,10.22,Czechia,Low-HO,Cities,ISCED 3–4,"15-34",female
3.86,36.12,32.56,14.83,87.37,7.19,5.43,12.62,Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,7.67,65.47,26.14,99.28,0.00,0.72,0.72,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",male
1.59,23.20,38.85,27.92,91.56,3.38,5.06,8.44,Poland,Mid-HO,Cities,ISCED 3–4,"35-49",female
3.08,32.11,36.69,15.11,86.99,6.39,6.62,13.01,Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
2.97,29.56,43.47,2.72,78.72,6.74,14.54,21.28,Spain,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
5.90,8.45,26.03,42.16,82.54,10.57,6.90,17.47,Hungary,Low-HO,Cities,ISCED 5–8,"15-34",male
3.41,50.53,27.41,10.03,91.38,3.12,5.49,8.61,Italy,Low-HO,Rural areas,ISCED 3–4,"50-74",female
2.66,39.77,27.82,16.64,86.89,4.07,9.05,13.12,Italy,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",female
1.71,45.73,32.28,16.82,96.54,0.16,3.29,3.45,Poland,Mid-HO,Rural areas,ISCED 3–4,"50-74",female
8.09,24.71,32.50,28.26,93.56,2.59,3.85,6.44,Poland,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",female
2.47,26.87,39.93,24.53,93.80,0.60,5.60,6.20,Greece,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,26.03,39.92,24.07,90.02,9.98,0.00,9.98,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"50-74",female
3.39,15.99,30.51,23.37,73.26,11.49,15.24,26.73,Netherlands,High-HO,Cities,ISCED 5–8,"15-34",male
12.61,29.86,4.09,28.90,75.46,10.82,13.71,24.53,Belgium,High-HO,Total,ISCED 3–4,"35-49",male
13.66,24.85,29.31,22.08,89.90,4.36,5.74,10.10,Slovenia,Mid-HO,Total,ISCED 3–4,"15-34",male
0.00,40.13,41.10,18.77,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,38.02,42.52,19.47,100.01,0.00,0.00,0.00,Sweden,High-HO,Towns and suburbs,ISCED 5–8,"35-49",female
0.00,38.22,35.33,22.26,95.81,4.19,0.00,4.19,Greece,Low-HO,Cities,ISCED 3–4,"15-34",male
0.00,20.54,34.81,30.63,85.98,13.28,0.74,14.02,Austria,Mid-HO,Cities,ISCED 3–4,"50-74",male
0.00,28.06,43.61,19.85,91.52,0.00,8.47,8.47,France,Mid-HO,Rural areas,ISCED 3–4,"15-34",male
1.32,31.51,37.91,18.44,89.18,5.31,5.50,10.81,Greece,Low-HO,Total,ISCED 5–8,"35-49",male
6.49,22.01,37.05,21.42,86.97,6.79,6.24,13.03,France,Mid-HO,Rural areas,ISCED 5–8,"35-49",female
0.00,23.53,42.31,30.84,96.68,0.00,3.31,3.31,Lithuania,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,42.78,38.06,19.16,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",female
5.36,30.09,55.65,2.23,93.33,0.00,6.68,6.68,Slovakia,Low-HO,Total,ISCED 5–8,"35-49",female
0.00,18.56,31.26,31.88,81.70,9.15,9.15,18.30,Austria,Mid-HO,Cities,ISCED 3–4,"15-34",male
5.87,2.75,43.71,26.23,78.56,9.22,12.22,21.44,Belgium,High-HO,Cities,ISCED 3–4,"35-49",male
3.85,19.28,33.71,22.72,79.56,8.46,11.98,20.44,Germany,Mid-HO,Cities,All ISCED 2011 levels,"35-49",male
6.88,24.03,37.64,21.81,90.36,5.21,4.44,9.65,Finland,High-HO,Cities,All ISCED 2011 levels,"50-74",male
6.47,27.83,31.33,19.10,84.73,8.50,6.78,15.28,Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
0.00,40.92,4.94,36.86,82.72,0.97,16.30,17.27,Germany,Mid-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,24.11,36.34,27.55,88.00,7.36,4.63,11.99,Finland,High-HO,Cities,ISCED 3–4,"15-34",female
5.61,11.11,33.88,26.18,76.78,10.67,12.54,23.21,Ireland,Mid-HO,Cities,ISCED 5–8,"35-49",male
0.00,60.42,9.38,30.21,100.01,0.00,0.00,0.00,Cyprus,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
4.26,16.29,27.96,31.46,79.97,7.94,12.10,20.04,Hungary,Low-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,26.46,34.82,20.81,82.09,9.63,8.29,17.92,Sweden,High-HO,Total,ISCED 5–8,"50-74",female
0.00,16.19,53.48,30.32,99.99,0.00,0.00,0.00,Lithuania,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,33.55,53.59,12.85,99.99,0.00,0.00,0.00,Slovakia,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",female
0.00,2.04,45.00,31.67,78.71,12.22,9.07,21.29,Greece,Low-HO,Cities,ISCED 3–4,"50-74",female
16.29,3.63,43.15,24.27,87.34,7.68,4.98,12.66,Netherlands,High-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,41.71,4.92,29.02,75.65,13.73,10.62,24.35,Latvia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
9.12,17.46,30.57,20.51,77.66,12.33,10.02,22.35,France,Mid-HO,Cities,ISCED 5–8,"50-74",male
0.00,44.75,36.80,1.77,83.32,7.77,8.91,16.68,Austria,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",male
4.12,34.98,34.90,13.92,87.92,7.07,5.01,12.08,Netherlands,High-HO,Rural areas,All ISCED 2011 levels,"15-34",female
0.00,26.34,27.29,24.13,77.76,10.57,11.67,22.24,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.00,43.52,34.28,13.37,91.17,4.39,4.44,8.83,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,14.96,54.59,30.45,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,95.53,4.47,0.00,100.00,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 0–2,"35-49",female
15.20,28.90,24.92,18.56,87.58,0.00,12.42,12.42,Germany,Mid-HO,Rural areas,ISCED 5–8,"50-74",male
0.00,41.92,38.14,19.93,99.99,0.00,0.00,0.00,Czechia,Low-HO,Rural areas,ISCED 5–8,"50-74",female
8.73,37.90,21.44,12.93,81.00,7.85,11.16,19.01,Austria,Mid-HO,Towns and suburbs,ISCED 5–8,"50-74",male
8.00,50.95,26.74,14.32,100.01,0.00,0.00,0.00,Austria,Mid-HO,Total,ISCED 0–2,"50-74",female
6.00,28.36,38.66,21.97,94.99,0.00,5.02,5.02,Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
0.00,41.36,5.41,31.45,78.22,3.97,17.81,21.78,Spain,Low-HO,Cities,ISCED 3–4,"15-34",female
1.35,57.28,32.72,1.56,92.91,1.67,5.42,7.09,Spain,Low-HO,Towns and suburbs,ISCED 0–2,"35-49",female
7.48,37.07,34.35,21.09,99.99,0.00,0.00,0.00,Lithuania,Low-HO,Rural areas,ISCED 3–4,"50-74",female
6.59,53.30,5.00,26.02,90.91,0.70,8.39,9.09,Germany,Mid-HO,Total,ISCED 3–4,"50-74",female
5.28,40.73,25.25,17.37,88.63,5.01,6.36,11.37,Hungary,Low-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,1.69,38.37,32.05,72.11,10.02,17.87,27.89,Latvia,Low-HO,Total,ISCED 5–8,"50-74",female
1.95,26.59,33.14,23.24,84.92,6.19,8.89,15.08,Türkiye,Low-HO,No response,ISCED 5–8,"35-49",female
16.02,17.77,22.58,19.20,75.57,9.89,14.54,24.43,Netherlands,High-HO,Rural areas,All ISCED 2011 levels,"50-74",male
3.12,35.51,42.37,19.00,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,32.68,38.61,22.35,93.64,5.08,1.27,6.35,Spain,Low-HO,Cities,ISCED 0–2,"15-34",female
5.49,39.74,6.07,31.36,82.66,10.84,6.50,17.34,Finland,High-HO,Cities,ISCED 3–4,"15-34",male
19.28,34.08,30.64,15.99,99.99,0.00,0.00,0.00,Croatia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
3.74,33.70,42.76,3.23,83.43,5.45,11.12,16.57,Türkiye,Low-HO,Total,ISCED 0–2,"15-34",male
1.09,30.22,28.44,18.10,77.85,8.70,13.45,22.15,Denmark,High-HO,Rural areas,All ISCED 2011 levels,"50-74",male
6.00,31.10,35.36,17.25,89.71,4.22,6.08,10.30,Czechia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
0.26,27.83,33.97,17.98,80.04,3.26,16.70,19.96,Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,31.25,46.96,21.79,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Total,ISCED 3–4,"15-34",male
0.00,17.69,41.38,26.95,86.02,0.86,13.11,13.97,Germany,Mid-HO,Cities,ISCED 5–8,"35-49",female
5.85,32.11,28.16,15.92,82.04,5.99,11.97,17.96,Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
0.25,76.59,3.80,9.80,90.44,1.82,7.74,9.56,Italy,Low-HO,Towns and suburbs,ISCED 0–2,"50-74",female
0.00,45.49,37.57,16.94,100.00,0.00,0.00,0.00,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
8.82,24.84,35.83,23.58,93.07,0.47,6.47,6.94,Poland,Mid-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,40.09,25.97,19.13,85.19,0.00,14.81,14.81,Croatia,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",female
0.14,35.64,33.82,21.03,90.63,0.58,8.79,9.37,Italy,Low-HO,Cities,ISCED 3–4,"50-74",female
0.00,7.19,51.51,31.09,89.79,10.21,0.00,10.21,Finland,High-HO,Rural areas,All ISCED 2011 levels,"15-34",female
0.59,35.40,38.34,2.68,77.01,6.63,16.36,22.99,Ireland,Mid-HO,Total,ISCED 3–4,"15-34",male
0.00,77.25,6.75,5.00,89.00,0.00,11.00,11.00,Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
3.57,35.15,27.27,18.81,84.80,4.45,10.76,15.21,Spain,Low-HO,Total,ISCED 3–4,"50-74",female
6.40,36.97,25.72,15.04,84.13,8.12,7.76,15.88,Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
5.69,47.63,30.89,10.18,94.39,5.61,0.00,5.61,Austria,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",female
3.95,21.29,37.88,32.17,95.29,4.10,0.61,4.71,Poland,Mid-HO,Total,ISCED 5–8,"15-34",female
12.07,29.15,41.43,17.35,100.00,0.00,0.00,0.00,France,Mid-HO,Rural areas,ISCED 3–4,"35-49",female
0.00,50.46,27.41,13.61,91.48,2.16,6.36,8.52,Italy,Low-HO,Total,ISCED 0–2,"15-34",female
3.81,28.63,35.88,26.85,95.17,4.10,0.72,4.82,Croatia,Low-HO,Total,ISCED 3–4,"15-34",male
0.00,32.05,39.00,22.91,93.96,0.55,5.49,6.04,Germany,Mid-HO,Cities,ISCED 3–4,"35-49",female
0.00,38.71,34.81,3.23,76.75,0.00,23.24,23.24,Germany,Mid-HO,Towns and suburbs,ISCED 5–8,"15-34",male
0.00,33.71,34.85,22.48,91.04,0.00,8.96,8.96,Austria,Mid-HO,Total,ISCED 0–2,"35-49",male
0.00,22.27,41.63,27.96,91.86,0.00,8.14,8.14,Slovakia,Low-HO,Rural areas,ISCED 3–4,"15-34",female
4.38,23.14,32.45,20.39,80.36,9.08,10.55,19.63,France,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
3.91,28.09,31.10,21.94,85.04,5.96,9.01,14.97,Spain,Low-HO,Total,ISCED 5–8,"50-74",male
2.54,19.32,36.49,27.85,86.20,8.13,5.66,13.79,Romania,Low-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,36.94,44.64,3.14,84.72,0.98,14.30,15.28,Portugal,Mid-HO,Cities,ISCED 5–8,"15-34",female
0.00,23.81,42.46,25.19,91.46,4.72,3.83,8.55,Bulgaria,Low-HO,Total,ISCED 3–4,"50-74",female
6.61,19.62,34.80,29.36,90.39,8.50,1.10,9.60,Hungary,Low-HO,Total,ISCED 5–8,"35-49",female
0.00,33.55,40.14,16.57,90.26,9.75,0.00,9.75,Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
4.75,20.56,35.42,27.32,88.05,10.89,1.06,11.95,Denmark,High-HO,Total,ISCED 5–8,"35-49",male
0.00,7.06,11.76,51.06,69.88,12.24,17.88,30.12,Czechia,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",female
5.23,29.26,38.11,26.16,98.76,0.59,0.64,1.23,Türkiye,Low-HO,Total,ISCED 3–4,"15-34",female
6.92,41.50,30.70,16.32,95.44,0.00,4.57,4.57,Romania,Low-HO,Total,ISCED 0–2,"50-74",male
4.86,25.83,35.89,21.06,87.64,5.71,6.65,12.36,Estonia,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
17.52,19.97,23.39,16.95,77.83,9.62,12.55,22.17,Belgium,High-HO,Rural areas,All ISCED 2011 levels,"50-74",male
4.61,19.34,38.19,29.39,91.53,4.67,3.79,8.46,Bulgaria,Low-HO,Total,ISCED 3–4,"50-74",male
5.09,26.25,44.13,17.92,93.39,3.00,3.62,6.62,Slovakia,Low-HO,Total,ISCED 3–4,"35-49",female
0.28,19.93,44.90,28.48,93.59,1.02,5.38,6.40,Finland,High-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,31.69,31.35,19.92,82.96,8.37,8.67,17.04,Sweden,High-HO,Total,ISCED 3–4,"15-34",male
4.75,19.82,29.47,22.66,76.70,10.85,12.45,23.30,France,Mid-HO,Total,ISCED 5–8,"35-49",male
4.89,22.66,34.20,17.48,79.23,9.54,11.24,20.78,Belgium,High-HO,Total,ISCED 0–2,"35-49",male
3.15,27.94,38.74,17.62,87.45,3.53,9.01,12.54,Poland,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",female
6.20,40.41,27.01,17.90,91.52,2.75,5.72,8.47,Türkiye,Low-HO,No response,ISCED 0–2,"50-74",male
7.14,30.13,34.78,16.84,88.89,4.77,6.34,11.11,Netherlands,High-HO,Cities,ISCED 3–4,"35-49",female
8.58,2.35,40.97,30.13,82.03,9.34,8.63,17.97,Czechia,Low-HO,Total,ISCED 5–8,"35-49",female
8.76,58.88,24.77,7.59,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,ISCED 0–2,"50-74",female
2.52,22.19,30.68,24.94,80.33,7.93,11.75,19.68,Czechia,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",male
5.78,24.88,29.60,28.77,89.03,0.00,10.97,10.97,Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",male
0.00,30.09,33.37,18.88,82.34,8.16,9.50,17.66,Austria,Mid-HO,Rural areas,ISCED 5–8,"15-34",female
6.84,1.96,33.97,39.80,82.57,11.78,5.65,17.43,Czechia,Low-HO,Cities,ISCED 3–4,"35-49",female
0.00,33.15,6.85,38.26,78.26,21.74,0.00,21.74,Sweden,High-HO,Cities,ISCED 5–8,"35-49",male
8.20,27.16,35.61,23.12,94.09,0.00,5.90,5.90,Poland,Mid-HO,Total,ISCED 0–2,"35-49",male
2.29,40.04,28.07,17.17,87.57,3.65,8.80,12.45,Italy,Low-HO,Total,All ISCED 2011 levels,"50-74",male
6.05,34.77,27.49,25.74,94.05,0.00,5.95,5.95,Poland,Mid-HO,Total,ISCED 0–2,"35-49",female
7.76,28.38,35.23,20.21,91.58,7.66,0.75,8.41,France,Mid-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,41.92,36.43,21.65,100.00,0.00,0.00,0.00,Belgium,High-HO,Rural areas,ISCED 3–4,"15-34",female
0.00,13.36,26.25,40.55,80.16,1.19,18.66,19.85,Latvia,Low-HO,Total,All ISCED 2011 levels,"15-34",male
16.45,45.04,20.76,17.75,100.00,0.00,0.00,0.00,Poland,Mid-HO,Rural areas,ISCED 0–2,"50-74",male
7.02,5.04,7.94,57.40,77.40,19.54,3.05,22.59,Ireland,Mid-HO,Total,ISCED 5–8,"15-34",female
0.00,51.07,41.69,7.23,99.99,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 3–4,"15-34",male
9.71,32.02,36.10,15.79,93.62,0.48,5.91,6.39,France,Mid-HO,Total,ISCED 3–4,"35-49",female
7.29,28.83,32.26,24.80,93.18,6.03,0.80,6.83,Türkiye,Low-HO,No response,All ISCED 2011 levels,"15-34",female
0.00,12.18,33.05,37.53,82.76,11.50,5.74,17.24,Romania,Low-HO,Total,ISCED 5–8,"35-49",male
0.00,35.41,27.16,22.32,84.89,7.42,7.69,15.11,Germany,Mid-HO,Total,ISCED 0–2,"15-34",female
8.17,29.06,5.30,30.97,73.50,15.48,11.03,26.51,Portugal,Mid-HO,Cities,ISCED 5–8,"35-49",male
6.15,22.43,33.74,21.41,83.73,7.58,8.70,16.28,Belgium,High-HO,Total,ISCED 3–4,"15-34",male
7.66,24.86,27.60,23.89,84.01,5.60,10.40,16.00,Hungary,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,45.19,4.40,29.65,79.24,8.47,12.29,20.76,Germany,Mid-HO,Towns and suburbs,ISCED 3–4,"15-34",male
0.00,45.33,37.92,16.75,100.00,0.00,0.00,0.00,Finland,High-HO,Towns and suburbs,ISCED 3–4,"50-74",male
1.47,41.05,29.20,16.05,87.77,3.21,9.02,12.23,Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,57.79,30.33,11.89,100.01,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,ISCED 0–2,"35-49",female
0.00,13.93,58.36,21.26,93.55,6.45,0.00,6.45,Slovakia,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,58.42,30.89,1.28,90.59,4.11,5.31,9.42,Portugal,Mid-HO,Total,ISCED 3–4,"35-49",female
0.00,8.67,6.35,63.68,78.70,14.69,6.61,21.30,Romania,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
6.51,50.18,28.46,10.66,95.81,3.51,0.69,4.20,Portugal,Mid-HO,Total,ISCED 0–2,"50-74",female
0.42,41.45,35.99,3.04,80.90,11.44,7.66,19.10,Finland,High-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.00,22.96,42.60,25.39,90.95,9.05,0.00,9.05,Denmark,High-HO,Cities,ISCED 3–4,"35-49",male
0.00,17.17,35.21,25.40,77.78,12.70,9.52,22.22,Romania,Low-HO,Towns and suburbs,ISCED 0–2,"35-49",male
0.00,26.55,35.03,24.58,86.16,13.84,0.00,13.84,Netherlands,High-HO,Rural areas,ISCED 5–8,"15-34",female
0.00,32.62,36.75,20.83,90.20,8.52,1.28,9.80,France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,35.82,41.79,22.39,100.00,0.00,0.00,0.00,Bulgaria,Low-HO,Rural areas,ISCED 3–4,"35-49",female
1.06,41.25,32.33,15.69,90.33,3.20,6.48,9.68,Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
0.00,24.39,46.51,2.72,73.62,12.96,13.42,26.38,Belgium,High-HO,Cities,ISCED 5–8,"15-34",female
0.00,22.08,49.27,22.08,93.43,0.00,6.56,6.56,Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
0.00,17.38,46.84,31.72,95.94,0.00,4.06,4.06,Lithuania,Low-HO,Total,ISCED 5–8,"15-34",male
0.00,27.72,59.16,4.21,91.09,8.91,0.00,8.91,Finland,High-HO,Cities,ISCED 3–4,"35-49",male
2.38,44.23,28.30,15.58,90.49,1.94,7.57,9.51,Spain,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
5.07,4.27,67.95,16.59,93.88,0.00,6.12,6.12,Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
0.00,55.62,5.16,23.64,84.42,10.42,5.16,15.58,Greece,Low-HO,Total,ISCED 3–4,"50-74",female
0.00,32.03,35.74,25.06,92.83,6.86,0.31,7.17,Greece,Low-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,13.34,42.63,38.55,94.52,0.91,4.57,5.48,Bulgaria,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
6.30,32.31,32.64,19.25,90.50,4.11,5.39,9.50,Romania,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
1.83,20.62,44.27,24.78,91.50,4.28,4.22,8.50,Bulgaria,Low-HO,Total,ISCED 3–4,"35-49",female
0.00,13.50,45.70,31.83,91.03,8.97,0.00,8.97,Romania,Low-HO,Total,ISCED 5–8,"50-74",male
0.00,46.86,30.11,14.34,91.31,2.70,5.99,8.69,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,51.57,31.08,14.06,96.71,0.00,3.30,3.30,Italy,Low-HO,Towns and suburbs,ISCED 0–2,"15-34",female
0.00,33.86,43.03,2.39,79.28,0.00,20.72,20.72,Latvia,Low-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,36.11,44.70,19.19,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Total,ISCED 3–4,"35-49",female
1.16,3.98,57.03,3.77,65.94,17.40,16.66,34.06,France,Mid-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,5.93,66.74,27.33,100.00,0.00,0.00,0.00,France,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",male
3.75,28.62,5.24,34.55,72.16,11.95,15.88,27.83,Czechia,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",female
6.25,4.04,47.00,23.93,81.22,6.54,12.24,18.78,Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
3.38,21.54,29.94,24.42,79.28,9.47,11.24,20.71,Germany,Mid-HO,Total,ISCED 5–8,"15-34",male
5.84,1.72,43.06,36.20,86.82,6.64,6.53,13.17,Poland,Mid-HO,Cities,ISCED 5–8,"35-49",female
0.00,36.99,39.50,23.51,100.00,0.00,0.00,0.00,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"15-34",female
9.68,21.65,30.72,19.94,81.99,7.84,10.17,18.01,Belgium,High-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.00,10.65,11.57,58.80,81.02,18.98,0.00,18.98,Greece,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",female
0.00,43.95,34.23,16.85,95.03,0.00,4.97,4.97,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
2.02,33.28,34.83,18.15,88.28,3.06,8.66,11.72,Spain,Low-HO,Cities,ISCED 0–2,"35-49",female
4.44,49.38,24.25,15.55,93.62,0.00,6.39,6.39,Spain,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",female
2.43,19.02,34.62,25.55,81.62,8.84,9.54,18.38,Denmark,High-HO,Total,ISCED 5–8,"15-34",female
0.00,37.45,38.32,2.99,78.76,8.20,13.03,21.23,Austria,Mid-HO,Total,ISCED 0–2,"15-34",male
7.17,27.32,6.51,49.02,90.02,0.89,9.09,9.98,Bulgaria,Low-HO,Total,ISCED 3–4,"35-49",male
4.52,29.48,36.39,18.27,88.66,3.75,7.58,11.33,Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
0.00,8.11,36.27,34.05,78.43,13.19,8.38,21.57,Romania,Low-HO,Total,ISCED 5–8,"15-34",female
9.20,18.94,41.06,2.83,72.03,20.18,7.79,27.97,Croatia,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,30.46,41.38,28.16,100.00,0.00,0.00,0.00,Denmark,High-HO,Cities,ISCED 3–4,"50-74",female
0.00,36.50,45.52,14.56,96.58,3.43,0.00,3.43,Poland,Mid-HO,Towns and suburbs,ISCED 5–8,"50-74",female
9.00,31.81,30.37,19.09,90.27,8.52,1.20,9.72,Denmark,High-HO,Rural areas,ISCED 3–4,"35-49",male
