Region,0,1-14,15-29,30-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Hungary,372.0,1479.0,1666.0,1568.0,753.0,333.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Malta,,48.0,81.0,89.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Netherlands,471.0,1826.0,1899.0,1691.0,655.0,204.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Austria,101.0,1426.0,1179.0,876.0,227.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Poland,584.0,4173.0,6286.0,3793.0,1352.0,987.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Portugal,,939.0,635.0,396.0,113.0,188.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Romania,91.0,124.0,3385.0,2759.0,503.0,123.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Slovenia,145.0,343.0,342.0,227.0,54.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Slovakia,89.0,86.0,1784.0,745.0,168.0,65.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Finland,,789.0,733.0,411.0,114.0,84.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Sweden,,1739.0,1564.0,129.0,607.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Iceland,,62.0,,,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Norway,145.0,729.0,565.0,337.0,193.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Switzerland,116.0,1733.0,1895.0,1428.0,513.0,11.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
United Kingdom,1018.0,621.0,6239.0,5176.0,2559.0,533.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Türkiye,,,,,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,5211.0,54055.0,57983.0,41868.0,14633.0,8712.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,6114.0,59565.0,6359.0,46706.0,17033.0,9197.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,3692.0,42141.0,40323.0,2916.0,10293.0,583.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Belgium,501.0,1358.0,200.0,1742.0,613.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Bulgaria,76.0,645.0,1315.0,733.0,107.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Czechia,147.0,1804.0,2659.0,1704.0,73.0,53.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Denmark,108.0,522.0,526.0,563.0,235.0,67.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Germany,1313.0,13939.0,14963.0,12432.0,4064.0,2813.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Estonia,,115.0,114.0,77.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Ireland,62.0,311.0,264.0,211.0,104.0,138.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Greece,,1463.0,1154.0,541.0,89.0,315.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Spain,206.0,3448.0,2427.0,1531.0,699.0,687.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
France,,4416.0,4298.0,2794.0,1118.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Croatia,96.0,719.0,527.0,431.0,104.0,82.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Italy,312.0,10883.0,8053.0,5057.0,2132.0,836.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Cyprus,,108.0,132.0,45.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Latvia,,94.0,19.0,224.0,8.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Lithuania,,126.0,286.0,113.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Luxembourg,,,42.0,53.0,,57.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Hungary,356.0,1438.0,163.0,1557.0,743.0,318.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Malta,,48.0,79.0,85.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Netherlands,388.0,1567.0,1739.0,1638.0,627.0,197.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Austria,9.0,1396.0,1153.0,865.0,223.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Poland,577.0,4012.0,6134.0,3726.0,1327.0,954.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Portugal,,911.0,615.0,383.0,113.0,188.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Romania,9.0,1142.0,3338.0,2744.0,503.0,1195.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Slovenia,141.0,337.0,338.0,225.0,52.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Slovakia,89.0,843.0,1764.0,737.0,168.0,62.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Finland,,751.0,712.0,407.0,114.0,79.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Sweden,,1632.0,1532.0,125.0,592.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Iceland,,54.0,,,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Norway,132.0,672.0,533.0,327.0,183.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Switzerland,87.0,1611.0,1843.0,1387.0,463.0,106.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
United Kingdom,903.0,551.0,5608.0,4838.0,240.0,485.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Türkiye,,,,,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,1893.0,20059.0,2246.0,15791.0,5794.0,3264.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,2257.0,21606.0,24325.0,17376.0,6724.0,3467.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,1215.0,15507.0,15522.0,10666.0,3955.0,200.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Belgium,221.0,494.0,701.0,633.0,232.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Bulgaria,,298.0,564.0,298.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Czechia,68.0,732.0,1155.0,763.0,356.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Denmark,,167.0,173.0,22.0,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Germany,,4508.0,5265.0,4161.0,1302.0,837.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Estonia,,41.0,45.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Ireland,,111.0,11.0,9.0,44.0,58.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Greece,,64.0,546.0,239.0,6.0,137.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Spain,89.0,1461.0,1172.0,692.0,299.0,279.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
France,,162.0,1822.0,104.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Croatia,61.0,25.0,214.0,172.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Italy,151.0,4434.0,3307.0,2124.0,1014.0,32.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Cyprus,,37.0,52.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Latvia,,45.0,98.0,56.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Lithuania,,38.0,98.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Luxembourg,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Hungary,163.0,613.0,637.0,631.0,297.0,125.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Malta,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Netherlands,82.0,468.0,528.0,517.0,19.0,76.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Austria,,507.0,417.0,288.0,101.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Poland,252.0,1597.0,2395.0,1559.0,635.0,456.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Portugal,,36.0,208.0,141.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Romania,,448.0,145.0,1092.0,263.0,567.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovenia,46.0,163.0,143.0,111.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovakia,,324.0,701.0,303.0,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Finland,,225.0,266.0,141.0,44.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Sweden,,448.0,35.0,389.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Iceland,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Norway,,25.0,179.0,112.0,65.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Switzerland,,545.0,672.0,436.0,172.0,41.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
United Kingdom,364.0,1547.0,1865.0,1586.0,929.0,203.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Türkiye,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,2696.0,1868.0,19112.0,1434.0,5067.0,3209.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,3246.0,20543.0,20897.0,15879.0,5917.0,3411.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,2107.0,14382.0,13346.0,10144.0,3794.0,2263.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Belgium,192.0,377.0,549.0,521.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Bulgaria,,231.0,474.0,283.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Czechia,53.0,569.0,809.0,493.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Denmark,67.0,213.0,237.0,19.0,93.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Germany,892.0,5698.0,5824.0,4798.0,1715.0,1412.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Estonia,,51.0,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Ireland,,68.0,57.0,49.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Greece,,419.0,277.0,137.0,,99.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Spain,63.0,1098.0,717.0,447.0,233.0,221.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
France,,1352.0,1142.0,93.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Croatia,,202.0,119.0,95.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Italy,154.0,3377.0,2502.0,1673.0,767.0,203.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Cyprus,,,39.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Latvia,,,54.0,87.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Lithuania,,6.0,118.0,56.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Luxembourg,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Hungary,117.0,475.0,558.0,442.0,201.0,105.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Malta,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Netherlands,309.0,586.0,68.0,62.0,234.0,67.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Austria,54.0,41.0,333.0,304.0,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Poland,204.0,1507.0,1854.0,1184.0,348.0,337.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Portugal,,18.0,106.0,75.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Romania,,48.0,1042.0,948.0,116.0,339.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovenia,59.0,96.0,112.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovakia,,273.0,56.0,22.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Finland,,257.0,215.0,128.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Sweden,,62.0,673.0,561.0,274.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Iceland,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Norway,,261.0,194.0,127.0,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Switzerland,83.0,731.0,627.0,368.0,175.0,52.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
United Kingdom,55.0,1864.0,1785.0,1538.0,85.0,202.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Türkiye,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,803.0,5811.0,7054.0,6319.0,294.0,1091.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,111.0,6934.0,8531.0,8266.0,4078.0,1195.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,631.0,4736.0,5462.0,5179.0,2379.0,938.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Belgium,109.0,191.0,338.0,404.0,251.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Bulgaria,,,78.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Czechia,,105.0,165.0,152.0,9.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Denmark,,55.0,72.0,73.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Germany,,1281.0,1152.0,1473.0,769.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Estonia,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Ireland,,75.0,89.0,75.0,44.0,44.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Greece,,219.0,164.0,157.0,,35.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Spain,66.0,812.0,90.0,78.0,316.0,21.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
France,,794.0,1008.0,882.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Croatia,,,59.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Italy,73.0,515.0,629.0,437.0,265.0,6.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Cyprus,,,36.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Latvia,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Lithuania,,,41.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Luxembourg,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Hungary,,79.0,12.0,136.0,79.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Malta,,,,36.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Netherlands,4.0,165.0,382.0,394.0,173.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Austria,,233.0,187.0,183.0,7.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Poland,104.0,449.0,687.0,381.0,145.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Portugal,,158.0,149.0,83.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Romania,,82.0,175.0,149.0,66.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovenia,,,56.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovakia,,73.0,187.0,98.0,47.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Finland,,108.0,79.0,56.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Sweden,,228.0,236.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Iceland,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Norway,,115.0,118.0,95.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Switzerland,52.0,309.0,421.0,463.0,178.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
United Kingdom,307.0,1123.0,1477.0,1948.0,1138.0,104.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Türkiye,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,5147.0,25127.0,26807.0,27184.0,11831.0,4711.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,7086.0,28171.0,30992.0,32602.0,15654.0,5038.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,4411.0,21057.0,21177.0,22385.0,9624.0,4056.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Belgium,495.0,741.0,1174.0,1649.0,1035.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Bulgaria,,179.0,313.0,186.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Czechia,96.0,415.0,585.0,50.0,328.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Denmark,87.0,217.0,309.0,466.0,161.0,41.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Germany,1736.0,6594.0,6502.0,8494.0,2936.0,2401.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Estonia,,45.0,52.0,43.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Ireland,102.0,266.0,238.0,239.0,204.0,129.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Greece,4.0,995.0,771.0,556.0,135.0,157.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Spain,382.0,3735.0,3448.0,281.0,1056.0,60.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
France,514.0,2323.0,2999.0,2904.0,1384.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Croatia,,219.0,203.0,156.0,59.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Italy,303.0,3085.0,2194.0,2113.0,1222.0,227.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Cyprus,,82.0,76.0,35.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Latvia,,51.0,45.0,10.0,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Lithuania,,47.0,136.0,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Luxembourg,,,53.0,71.0,,8.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Hungary,129.0,386.0,413.0,489.0,312.0,99.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Malta,,,53.0,75.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Netherlands,441.0,723.0,1327.0,1674.0,868.0,113.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Austria,107.0,907.0,619.0,683.0,248.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Poland,254.0,1478.0,2249.0,1574.0,643.0,248.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Portugal,,553.0,451.0,288.0,118.0,92.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Romania,,345.0,598.0,567.0,172.0,192.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovenia,46.0,134.0,188.0,135.0,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovakia,57.0,239.0,456.0,245.0,116.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Finland,84.0,482.0,395.0,242.0,118.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Sweden,,83.0,96.0,863.0,488.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Iceland,,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Norway,87.0,49.0,491.0,433.0,186.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Switzerland,309.0,1186.0,1524.0,1572.0,712.0,69.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
United Kingdom,1939.0,3044.0,4184.0,5418.0,3823.0,327.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Türkiye,,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,4526.0,2392.0,26195.0,26783.0,1149.0,4503.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,6325.0,26883.0,30272.0,32051.0,15189.0,4814.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,3829.0,19972.0,20691.0,22053.0,9351.0,3872.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Belgium,47.0,728.0,116.0,1635.0,1027.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Bulgaria,,177.0,307.0,185.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Czechia,88.0,40.0,562.0,48.0,32.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Denmark,66.0,21.0,29.0,461.0,149.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Germany,1363.0,5992.0,6251.0,8388.0,2801.0,2285.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Estonia,,4.0,51.0,42.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Ireland,98.0,265.0,235.0,236.0,202.0,127.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Greece,,971.0,754.0,543.0,132.0,155.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Spain,378.0,3681.0,3434.0,2757.0,1054.0,572.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
France,,2285.0,2991.0,2882.0,1364.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Croatia,,213.0,20.0,156.0,59.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Italy,287.0,2878.0,2091.0,2073.0,1182.0,204.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Cyprus,,77.0,75.0,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Latvia,,5.0,41.0,93.0,42.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Lithuania,,47.0,122.0,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Luxembourg,,,53.0,71.0,,78.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Hungary,122.0,374.0,398.0,475.0,304.0,97.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Malta,,,52.0,75.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Netherlands,374.0,68.0,1306.0,1615.0,828.0,113.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Austria,84.0,867.0,61.0,679.0,242.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Poland,254.0,1425.0,2214.0,1543.0,624.0,248.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Portugal,,539.0,441.0,283.0,113.0,92.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Romania,,34.0,594.0,567.0,172.0,186.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovenia,44.0,131.0,183.0,135.0,47.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovakia,53.0,229.0,45.0,243.0,112.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Finland,74.0,459.0,391.0,238.0,115.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Sweden,,809.0,938.0,863.0,469.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Iceland,,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Norway,69.0,455.0,466.0,42.0,183.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Switzerland,231.0,1153.0,1469.0,1561.0,709.0,65.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
United Kingdom,1799.0,2964.0,4077.0,5268.0,370.0,311.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Türkiye,,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,184.0,10358.0,11028.0,11833.0,4722.0,1955.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,2512.0,11292.0,12501.0,13938.0,6292.0,2015.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,1538.0,8419.0,8431.0,9245.0,3676.0,1591.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Belgium,19.0,289.0,478.0,719.0,434.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Bulgaria,,77.0,119.0,66.0,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Czechia,,154.0,218.0,196.0,151.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Denmark,,101.0,117.0,205.0,64.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Germany,,2203.0,2226.0,3193.0,678.0,879.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Estonia,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Ireland,63.0,12.0,102.0,115.0,116.0,55.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Greece,,433.0,384.0,246.0,69.0,68.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Spain,203.0,184.0,1693.0,1218.0,563.0,214.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
France,,93.0,1168.0,1239.0,652.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Croatia,,82.0,81.0,73.0,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
