Region,0,1+,30+,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Germany,1465.0,47035.0,16946.0,423.0,3078.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Estonia,,343.0,99.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Ireland,64.0,924.0,325.0,107.0,146.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Greece,,329.0,643.0,91.0,321.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Spain,206.0,8338.0,2241.0,704.0,70.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
France,,13135.0,4038.0,1152.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Croatia,102.0,1804.0,544.0,104.0,85.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Italy,345.0,26829.0,7392.0,2199.0,856.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Cyprus,,303.0,54.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Latvia,,599.0,307.0,81.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Lithuania,,571.0,145.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Luxembourg,,143.0,71.0,,58.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Hungary,372.0,5465.0,232.0,753.0,333.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Malta,,24.0,111.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Netherlands,471.0,6071.0,2346.0,655.0,204.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Austria,101.0,3707.0,1102.0,227.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Poland,584.0,15604.0,5145.0,1352.0,987.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Portugal,,2083.0,509.0,113.0,188.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Romania,91.0,7887.0,3262.0,503.0,123.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Slovenia,145.0,966.0,281.0,54.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Slovakia,89.0,3557.0,913.0,168.0,65.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Finland,,2048.0,525.0,114.0,84.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Sweden,,5199.0,1897.0,607.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Iceland,,96.0,,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Norway,145.0,1824.0,529.0,193.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Switzerland,116.0,5569.0,194.0,513.0,11.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
United Kingdom,1018.0,20185.0,7736.0,2559.0,533.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Türkiye,,,,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,5211.0,168539.0,56502.0,14633.0,8712.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,6114.0,186894.0,63739.0,17033.0,9197.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,3692.0,121917.0,39453.0,10293.0,583.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Belgium,501.0,5713.0,2355.0,613.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Bulgaria,76.0,280.0,84.0,107.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Czechia,147.0,6898.0,2435.0,73.0,53.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Denmark,108.0,1847.0,798.0,235.0,67.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Germany,1313.0,45397.0,16496.0,4064.0,2813.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Estonia,,327.0,98.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Ireland,62.0,89.0,315.0,104.0,138.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Greece,,3247.0,63.0,89.0,315.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Spain,206.0,8104.0,223.0,699.0,687.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
France,,12626.0,3912.0,1118.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Croatia,96.0,1781.0,535.0,104.0,82.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Italy,312.0,26125.0,7189.0,2132.0,836.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Cyprus,,292.0,52.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Latvia,,588.0,304.0,8.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Lithuania,,555.0,143.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Luxembourg,,142.0,71.0,,57.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Hungary,356.0,5367.0,230.0,743.0,318.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Malta,,232.0,106.0,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Netherlands,388.0,5571.0,2265.0,627.0,197.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Austria,9.0,3638.0,1089.0,223.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Poland,577.0,15198.0,5053.0,1327.0,954.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Portugal,,2023.0,497.0,113.0,188.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Romania,9.0,7726.0,3247.0,503.0,1195.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Slovenia,141.0,952.0,277.0,52.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Slovakia,89.0,3511.0,904.0,168.0,62.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Finland,,1985.0,522.0,114.0,79.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Sweden,,5005.0,1841.0,592.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Iceland,,87.0,,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Norway,132.0,1716.0,51.0,183.0,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Switzerland,87.0,5304.0,185.0,463.0,106.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
United Kingdom,903.0,18355.0,7237.0,240.0,485.0,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
Türkiye,,,,,,Sheet 63,ISCED 3–4,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,1893.0,64104.0,21585.0,5794.0,3264.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,2257.0,70031.0,2410.0,6724.0,3467.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,1215.0,4565.0,14621.0,3955.0,200.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Belgium,221.0,206.0,865.0,232.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Bulgaria,,1198.0,336.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Czechia,68.0,3006.0,1119.0,356.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Denmark,,634.0,294.0,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Germany,,15236.0,5463.0,1302.0,837.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Estonia,,122.0,37.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Ireland,,356.0,135.0,44.0,58.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Greece,,1485.0,299.0,6.0,137.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Spain,89.0,3624.0,991.0,299.0,279.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
France,,4929.0,1487.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Croatia,61.0,674.0,21.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Italy,151.0,10879.0,3138.0,1014.0,32.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Cyprus,,113.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Latvia,,231.0,88.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Lithuania,,179.0,42.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Luxembourg,,56.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Hungary,163.0,2177.0,928.0,297.0,125.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Malta,,78.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Netherlands,82.0,1703.0,706.0,19.0,76.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Austria,,1313.0,389.0,101.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Poland,252.0,6186.0,2194.0,635.0,456.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Portugal,,77.0,202.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Romania,,3253.0,1356.0,263.0,567.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovenia,46.0,435.0,129.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovakia,,1403.0,377.0,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Finland,,676.0,185.0,44.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Sweden,,1325.0,528.0,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Iceland,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Norway,,606.0,177.0,65.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Switzerland,,1825.0,609.0,172.0,41.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
United Kingdom,364.0,5927.0,2515.0,929.0,203.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Türkiye,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,2696.0,57199.0,19407.0,5067.0,3209.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,3246.0,63235.0,21795.0,5917.0,3411.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,2107.0,41665.0,13938.0,3794.0,2263.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Belgium,192.0,1621.0,694.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Bulgaria,,1021.0,317.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Czechia,53.0,2045.0,667.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Denmark,67.0,733.0,284.0,93.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Germany,892.0,18034.0,6513.0,1715.0,1412.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Estonia,,115.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Ireland,,20.0,75.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Greece,,859.0,163.0,,99.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Spain,63.0,2495.0,68.0,233.0,221.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
France,,3825.0,133.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Croatia,,45.0,129.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Italy,154.0,8319.0,2439.0,767.0,203.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Cyprus,,88.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Latvia,,191.0,109.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Lithuania,,249.0,7.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Luxembourg,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Hungary,117.0,1675.0,642.0,201.0,105.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Malta,,48.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Netherlands,309.0,2121.0,855.0,234.0,67.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Austria,54.0,1113.0,371.0,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Poland,204.0,4893.0,1532.0,348.0,337.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Portugal,,373.0,86.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Romania,,2588.0,1065.0,116.0,339.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovenia,59.0,267.0,59.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovakia,,1087.0,254.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Finland,,63.0,159.0,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Sweden,,2128.0,835.0,274.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Iceland,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Norway,,648.0,193.0,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Switzerland,83.0,1901.0,543.0,175.0,52.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
United Kingdom,55.0,6036.0,2388.0,85.0,202.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Türkiye,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,803.0,22124.0,9258.0,294.0,1091.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,111.0,27809.0,12344.0,4078.0,1195.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,631.0,17756.0,7558.0,2379.0,938.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Belgium,109.0,1184.0,655.0,251.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Bulgaria,,184.0,64.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Czechia,,511.0,241.0,9.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Denmark,,228.0,102.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Germany,,4675.0,2241.0,769.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Estonia,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Ireland,,282.0,118.0,44.0,44.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Greece,,558.0,175.0,,35.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Spain,66.0,2808.0,1095.0,316.0,21.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
France,,3014.0,1213.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Croatia,,132.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Italy,73.0,1846.0,702.0,265.0,6.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Cyprus,,87.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Latvia,,68.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Lithuania,,77.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Luxembourg,,51.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Hungary,,414.0,214.0,79.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Malta,,92.0,54.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Netherlands,4.0,1114.0,567.0,173.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Austria,,674.0,253.0,7.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Poland,104.0,1662.0,526.0,145.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Portugal,,421.0,114.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Romania,,472.0,215.0,66.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovenia,,128.0,51.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovakia,,405.0,145.0,47.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Finland,,248.0,61.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Sweden,,765.0,302.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Iceland,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Norway,,375.0,142.0,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Switzerland,52.0,137.0,64.0,178.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
United Kingdom,307.0,5686.0,3086.0,1138.0,104.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Türkiye,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,5147.0,9095.0,39015.0,11831.0,4711.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,7086.0,10742.0,48257.0,15654.0,5038.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,4411.0,74244.0,32009.0,9624.0,4056.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Belgium,495.0,4599.0,2684.0,1035.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Bulgaria,,722.0,23.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Czechia,96.0,1828.0,828.0,328.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Denmark,87.0,1153.0,627.0,161.0,41.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Germany,1736.0,24526.0,1143.0,2936.0,2401.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Estonia,,154.0,57.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Ireland,102.0,946.0,443.0,204.0,129.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Greece,4.0,2457.0,69.0,135.0,157.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Spain,382.0,11049.0,3866.0,1056.0,60.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
France,514.0,961.0,4288.0,1384.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Croatia,,637.0,215.0,59.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Italy,303.0,8614.0,3335.0,1222.0,227.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Cyprus,,207.0,49.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Latvia,,244.0,147.0,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Lithuania,,236.0,53.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Luxembourg,,159.0,83.0,,8.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Hungary,129.0,160.0,80.0,312.0,99.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Malta,,189.0,105.0,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Netherlands,441.0,4592.0,2542.0,868.0,113.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Austria,107.0,2456.0,93.0,248.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Poland,254.0,5944.0,2217.0,643.0,248.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Portugal,,141.0,406.0,118.0,92.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Romania,,1681.0,739.0,172.0,192.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovenia,46.0,504.0,182.0,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovakia,57.0,1055.0,36.0,116.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Finland,84.0,1238.0,36.0,118.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Sweden,,3141.0,1351.0,488.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Iceland,,45.0,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Norway,87.0,160.0,619.0,186.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Switzerland,309.0,4993.0,2284.0,712.0,69.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
United Kingdom,1939.0,1647.0,9241.0,3823.0,327.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Türkiye,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,4526.0,88387.0,38272.0,1149.0,4503.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,6325.0,104396.0,4724.0,15189.0,4814.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,3829.0,72066.0,31403.0,9351.0,3872.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Belgium,47.0,455.0,2663.0,1027.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Bulgaria,,711.0,227.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Czechia,88.0,1762.0,80.0,32.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Denmark,66.0,111.0,61.0,149.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Germany,1363.0,23432.0,11189.0,2801.0,2285.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Estonia,,146.0,55.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Ireland,98.0,937.0,437.0,202.0,127.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Greece,,240.0,675.0,132.0,155.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Spain,378.0,10926.0,3811.0,1054.0,572.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
France,,9523.0,4246.0,1364.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Croatia,,628.0,215.0,59.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Italy,287.0,8223.0,3255.0,1182.0,204.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Cyprus,,20.0,48.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Latvia,,226.0,135.0,42.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Lithuania,,222.0,53.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Luxembourg,,159.0,83.0,,78.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Hungary,122.0,1551.0,78.0,304.0,97.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Malta,,186.0,104.0,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Netherlands,374.0,4429.0,2443.0,828.0,113.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Austria,84.0,2397.0,92.0,242.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Poland,254.0,5806.0,2167.0,624.0,248.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Portugal,,1376.0,396.0,113.0,92.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Romania,,1672.0,739.0,172.0,186.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovenia,44.0,496.0,182.0,47.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovakia,53.0,1035.0,355.0,112.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Finland,74.0,1203.0,353.0,115.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Sweden,,308.0,1333.0,469.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Iceland,,43.0,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Norway,69.0,1523.0,603.0,183.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Switzerland,231.0,4892.0,227.0,709.0,65.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
United Kingdom,1799.0,16008.0,8968.0,370.0,311.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Türkiye,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,184.0,37941.0,16555.0,4722.0,1955.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,2512.0,44023.0,2023.0,6292.0,2015.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,1538.0,29772.0,12921.0,3676.0,1591.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Belgium,19.0,1919.0,1153.0,434.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Bulgaria,,277.0,81.0,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Czechia,,719.0,347.0,151.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Denmark,,487.0,269.0,64.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Germany,,8299.0,387.0,678.0,879.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Estonia,,63.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Ireland,63.0,454.0,231.0,116.0,55.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Greece,,1132.0,315.0,69.0,68.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Spain,203.0,5314.0,178.0,563.0,214.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
France,,3989.0,1891.0,652.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Croatia,,248.0,85.0,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Italy,136.0,3667.0,1535.0,523.0,104.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Cyprus,,78.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Latvia,,98.0,64.0,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Lithuania,,81.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
