Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Ireland,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Greece,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Spain,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
France,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Italy,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Malta,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Austria,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Poland,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Romania,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Finland,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Norway,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Türkiye,663.0,5394.0,11635.0,4334.0,6241.0,5791.0,14576.0,8785.0,10873.0,13491.0,17128.0,2618.0,3637.0,,Sheet 112,ISCED 3–4,No response,15-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Belgium,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Czechia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Denmark,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Germany,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Estonia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Ireland,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Greece,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Spain,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
France,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Croatia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Italy,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Cyprus,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Latvia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Lithuania,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Hungary,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Malta,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Netherlands,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Austria,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Poland,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Portugal,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Romania,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Slovenia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Slovakia,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Finland,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Sweden,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Iceland,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Norway,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Switzerland,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 113,ISCED 3–4,No response,20-64,Male
Türkiye,602.0,5128.0,11176.0,41486.0,6047.0,5546.0,13867.0,8321.0,10403.0,12943.0,16443.0,254.0,350.0,,Sheet 113,ISCED 3–4,No response,20-64,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Belgium,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Czechia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Denmark,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Germany,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Estonia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Ireland,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Greece,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Spain,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
France,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Croatia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Italy,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Cyprus,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Latvia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Lithuania,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Hungary,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Malta,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Netherlands,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Austria,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Poland,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Portugal,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Romania,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Slovenia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Slovakia,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Finland,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Sweden,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Iceland,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Norway,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Switzerland,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 114,ISCED 3–4,No response,35-49,Male
Türkiye,266.0,2143.0,4435.0,1762.0,2293.0,2464.0,5759.0,3295.0,458.0,5771.0,7426.0,1191.0,1655.0,,Sheet 114,ISCED 3–4,No response,35-49,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Germany,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Greece,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Spain,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
France,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Italy,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Malta,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Austria,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Poland,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Romania,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Finland,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Norway,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 115,ISCED 3–4,No response,50-74,Male
Türkiye,136.0,938.0,1919.0,5424.0,98.0,698.0,1875.0,1177.0,1033.0,1325.0,163.0,291.0,306.0,,Sheet 115,ISCED 3–4,No response,50-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Belgium,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Czechia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Denmark,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Germany,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Estonia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Ireland,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Greece,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Spain,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
France,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Croatia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Italy,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Cyprus,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Latvia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Lithuania,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Hungary,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Malta,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Netherlands,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Austria,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Poland,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Portugal,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Romania,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Slovenia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Slovakia,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Finland,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Sweden,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Iceland,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Norway,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Switzerland,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 116,ISCED 5–8,No response,15-34,Male
Türkiye,269.0,2152.0,4838.0,1999.0,2685.0,2499.0,6308.0,3809.0,5427.0,6693.0,8844.0,1265.0,2152.0,,Sheet 116,ISCED 5–8,No response,15-34,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Germany,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Greece,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Spain,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
France,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Italy,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Malta,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Austria,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Poland,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Romania,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Finland,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Norway,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 117,ISCED 5–8,No response,15-74,Male
Türkiye,527.0,4991.0,1107.0,42258.0,6079.0,5776.0,13682.0,7906.0,10657.0,13381.0,17506.0,2724.0,4126.0,,Sheet 117,ISCED 5–8,No response,15-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Belgium,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Czechia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Denmark,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Germany,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Estonia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Ireland,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Greece,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Spain,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
France,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Croatia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Italy,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Cyprus,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Latvia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Lithuania,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Hungary,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Malta,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Netherlands,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Austria,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Poland,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Portugal,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Romania,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Slovenia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Slovakia,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Finland,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Sweden,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Iceland,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Norway,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Switzerland,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 118,ISCED 5–8,No response,20-64,Male
Türkiye,494.0,4936.0,10954.0,41851.0,6018.0,5694.0,13548.0,7855.0,10582.0,13272.0,17349.0,269.0,4078.0,,Sheet 118,ISCED 5–8,No response,20-64,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Belgium,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Czechia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Denmark,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Germany,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Estonia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Ireland,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Greece,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Spain,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
France,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Croatia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Italy,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Cyprus,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Latvia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Lithuania,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Hungary,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Malta,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Netherlands,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Austria,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Poland,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Portugal,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Romania,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Slovenia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Slovakia,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Finland,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Sweden,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Iceland,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Norway,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Switzerland,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 119,ISCED 5–8,No response,35-49,Male
Türkiye,121.0,2066.0,4613.0,17017.0,2546.0,237.0,5455.0,3085.0,4105.0,5292.0,695.0,1187.0,1657.0,,Sheet 119,ISCED 5–8,No response,35-49,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Germany,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Greece,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Spain,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
France,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Italy,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Malta,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
Austria,,,,,,,,,,,,,,,Sheet 120,ISCED 5–8,No response,50-74,Male
