Region,0,1-9,10-14,15-19,20-29,30-44,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Denmark,,99.0,68.0,93.0,8.0,153.0,67.0,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Germany,,2128.0,238.0,2265.0,300.0,2917.0,1244.0,1302.0,837.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Estonia,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Ireland,,64.0,47.0,55.0,55.0,65.0,,44.0,58.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Greece,,253.0,387.0,284.0,262.0,218.0,,6.0,137.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Spain,89.0,777.0,685.0,52.0,652.0,495.0,197.0,299.0,279.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
France,,874.0,746.0,675.0,1147.0,746.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Croatia,61.0,102.0,149.0,113.0,101.0,161.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Italy,151.0,229.0,2144.0,1594.0,1713.0,1774.0,35.0,1014.0,32.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Cyprus,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Latvia,,,,,78.0,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Lithuania,,,,,64.0,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Luxembourg,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Hungary,163.0,19.0,422.0,282.0,354.0,491.0,14.0,297.0,125.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Malta,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Netherlands,82.0,267.0,202.0,272.0,257.0,334.0,182.0,19.0,76.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Austria,,259.0,248.0,197.0,221.0,20.0,88.0,101.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Poland,252.0,632.0,965.0,1176.0,1219.0,1343.0,216.0,635.0,456.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Portugal,,186.0,174.0,10.0,108.0,117.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Romania,,114.0,334.0,546.0,904.0,816.0,277.0,263.0,567.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovenia,46.0,89.0,74.0,77.0,65.0,97.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Slovakia,,77.0,247.0,302.0,399.0,279.0,,74.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Finland,,122.0,103.0,145.0,121.0,104.0,38.0,44.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Sweden,,222.0,226.0,,205.0,29.0,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Iceland,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Norway,,135.0,115.0,85.0,93.0,98.0,,65.0,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Switzerland,,289.0,256.0,332.0,34.0,281.0,156.0,172.0,41.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
United Kingdom,364.0,708.0,839.0,597.0,1269.0,1143.0,442.0,929.0,203.0,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
Türkiye,,,,,,,,,,Sheet 64,ISCED 3–4,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,2696.0,8898.0,9782.0,818.0,10932.0,11075.0,3265.0,5067.0,3209.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,3246.0,9827.0,10716.0,8867.0,12029.0,12219.0,3659.0,5917.0,3411.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,2107.0,714.0,7242.0,556.0,7785.0,7611.0,2532.0,3794.0,2263.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Belgium,192.0,179.0,198.0,238.0,311.0,368.0,152.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Bulgaria,,,207.0,184.0,29.0,261.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Czechia,53.0,199.0,37.0,341.0,467.0,432.0,61.0,174.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Denmark,67.0,112.0,101.0,107.0,13.0,13.0,6.0,93.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Germany,892.0,2864.0,2834.0,2262.0,3561.0,3518.0,128.0,1715.0,1412.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Estonia,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Ireland,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Greece,,143.0,276.0,141.0,136.0,11.0,,,99.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Spain,63.0,479.0,619.0,299.0,418.0,362.0,85.0,233.0,221.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
France,,71.0,643.0,51.0,631.0,671.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Croatia,,117.0,85.0,56.0,63.0,76.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Italy,154.0,1706.0,1672.0,1207.0,1295.0,1388.0,285.0,767.0,203.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Cyprus,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Latvia,,,,,35.0,67.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Lithuania,,,,39.0,79.0,51.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Luxembourg,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Hungary,117.0,139.0,335.0,259.0,30.0,38.0,62.0,201.0,105.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Malta,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Netherlands,309.0,327.0,259.0,241.0,439.0,427.0,193.0,234.0,67.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Austria,54.0,231.0,179.0,143.0,189.0,202.0,102.0,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Poland,204.0,634.0,874.0,963.0,891.0,1028.0,155.0,348.0,337.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Portugal,,108.0,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Romania,,229.0,251.0,367.0,675.0,732.0,216.0,116.0,339.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovenia,59.0,41.0,54.0,51.0,61.0,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Slovakia,,78.0,195.0,229.0,331.0,19.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Finland,,147.0,11.0,69.0,145.0,95.0,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Sweden,,304.0,316.0,343.0,33.0,424.0,,274.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Iceland,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Norway,,138.0,123.0,10.0,94.0,91.0,,66.0,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Switzerland,83.0,481.0,25.0,321.0,306.0,263.0,106.0,175.0,52.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
United Kingdom,55.0,929.0,934.0,687.0,1097.0,1144.0,394.0,85.0,202.0,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
Türkiye,,,,,,,,,,Sheet 65,ISCED 3–4,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,803.0,2664.0,3147.0,2782.0,4272.0,4641.0,1677.0,294.0,1091.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,111.0,3142.0,3792.0,3285.0,5246.0,5966.0,230.0,4078.0,1195.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,631.0,2312.0,2424.0,206.0,3402.0,3757.0,1422.0,2379.0,938.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Belgium,109.0,88.0,103.0,61.0,276.0,273.0,131.0,251.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Bulgaria,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Czechia,,,78.0,74.0,91.0,99.0,53.0,9.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Denmark,,,,,49.0,51.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Germany,,625.0,656.0,,693.0,107.0,,769.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Estonia,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Ireland,,41.0,,,49.0,51.0,,44.0,44.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Greece,,9.0,129.0,92.0,72.0,11.0,48.0,,35.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Spain,66.0,406.0,406.0,34.0,56.0,61.0,17.0,316.0,21.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
France,,,,,661.0,614.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Croatia,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Italy,73.0,278.0,237.0,265.0,364.0,361.0,76.0,265.0,6.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Cyprus,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Latvia,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Lithuania,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Luxembourg,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Hungary,,,51.0,46.0,74.0,89.0,46.0,79.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Malta,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Netherlands,4.0,87.0,78.0,129.0,253.0,24.0,154.0,173.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Austria,,133.0,10.0,71.0,116.0,129.0,54.0,7.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Poland,104.0,106.0,343.0,304.0,383.0,348.0,,145.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Portugal,,,101.0,,95.0,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Romania,,,65.0,,113.0,106.0,,66.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovenia,,,,,37.0,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Slovakia,,,59.0,83.0,104.0,83.0,,47.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Finland,,,73.0,4.0,39.0,42.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Sweden,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Iceland,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Norway,,54.0,6.0,59.0,59.0,75.0,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Switzerland,52.0,142.0,166.0,146.0,275.0,314.0,149.0,178.0,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
United Kingdom,307.0,478.0,645.0,502.0,974.0,1325.0,623.0,1138.0,104.0,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
Türkiye,,,,,,,,,,Sheet 66,ISCED 5–8,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,5147.0,12695.0,12432.0,11091.0,15717.0,19916.0,7269.0,11831.0,4711.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,7086.0,14161.0,14011.0,12552.0,1844.0,23767.0,8836.0,15654.0,5038.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,4411.0,10995.0,10063.0,8514.0,12664.0,16302.0,6083.0,9624.0,4056.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Belgium,495.0,396.0,345.0,319.0,855.0,1078.0,571.0,1035.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Bulgaria,,,142.0,153.0,16.0,15.0,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Czechia,96.0,14.0,275.0,235.0,351.0,361.0,139.0,328.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Denmark,87.0,113.0,104.0,98.0,211.0,313.0,153.0,161.0,41.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Germany,1736.0,3584.0,301.0,2629.0,3874.0,6238.0,2256.0,2936.0,2401.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Estonia,,,,,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Ireland,102.0,151.0,116.0,109.0,128.0,166.0,73.0,204.0,129.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Greece,4.0,407.0,588.0,382.0,389.0,411.0,145.0,135.0,157.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Spain,382.0,1873.0,1862.0,1421.0,2028.0,2273.0,537.0,1056.0,60.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
France,514.0,1222.0,1101.0,1187.0,1812.0,2054.0,85.0,1384.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Croatia,,116.0,103.0,108.0,94.0,128.0,,59.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Italy,303.0,1619.0,1465.0,961.0,1233.0,1636.0,477.0,1222.0,227.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Cyprus,,36.0,46.0,37.0,39.0,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Latvia,,,,,,67.0,,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Lithuania,,,,68.0,68.0,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Luxembourg,,,,,37.0,43.0,,,8.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Hungary,129.0,122.0,264.0,175.0,239.0,362.0,126.0,312.0,99.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Malta,,,,,,5.0,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Netherlands,441.0,386.0,337.0,384.0,943.0,1007.0,666.0,868.0,113.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Austria,107.0,581.0,326.0,267.0,351.0,475.0,208.0,248.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Poland,254.0,617.0,86.0,1163.0,1086.0,1233.0,341.0,643.0,248.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Portugal,,305.0,248.0,19.0,261.0,228.0,,118.0,92.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Romania,,118.0,227.0,23.0,367.0,456.0,111.0,172.0,192.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovenia,46.0,55.0,78.0,81.0,107.0,101.0,,47.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Slovakia,57.0,65.0,175.0,21.0,246.0,213.0,,116.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Finland,84.0,222.0,261.0,192.0,203.0,171.0,71.0,118.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Sweden,,436.0,393.0,414.0,546.0,611.0,253.0,488.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Iceland,,,,,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Norway,87.0,242.0,248.0,23.0,261.0,305.0,128.0,186.0,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Switzerland,309.0,684.0,501.0,646.0,878.0,1095.0,477.0,712.0,69.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
United Kingdom,1939.0,1465.0,1579.0,1461.0,2723.0,3851.0,1567.0,3823.0,327.0,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
Türkiye,,,,,,,,,,Sheet 67,ISCED 5–8,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,4526.0,11949.0,11971.0,1078.0,15415.0,19639.0,7143.0,1149.0,4503.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,6325.0,13362.0,13521.0,12233.0,18038.0,23374.0,8677.0,15189.0,4814.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,3829.0,10313.0,9659.0,8277.0,12414.0,16069.0,5983.0,9351.0,3872.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Belgium,47.0,39.0,337.0,315.0,845.0,1068.0,567.0,1027.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Bulgaria,,,139.0,152.0,155.0,149.0,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Czechia,88.0,13.0,271.0,225.0,337.0,35.0,13.0,32.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Denmark,66.0,109.0,101.0,91.0,199.0,309.0,151.0,149.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Germany,1363.0,313.0,2862.0,2511.0,374.0,6144.0,2245.0,2801.0,2285.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Estonia,,,,,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Ireland,98.0,149.0,116.0,107.0,127.0,163.0,73.0,202.0,127.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Greece,,398.0,573.0,369.0,385.0,40.0,143.0,132.0,155.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Spain,378.0,1858.0,1822.0,1421.0,2014.0,2237.0,52.0,1054.0,572.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
France,,1205.0,108.0,1187.0,1805.0,2046.0,835.0,1364.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Croatia,,115.0,98.0,106.0,94.0,128.0,,59.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Italy,287.0,1525.0,1352.0,906.0,1185.0,1602.0,471.0,1182.0,204.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Cyprus,,,43.0,36.0,39.0,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Latvia,,,,,,65.0,,42.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Lithuania,,,,59.0,62.0,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Luxembourg,,,,,37.0,43.0,,,78.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Hungary,122.0,118.0,256.0,163.0,235.0,357.0,118.0,304.0,97.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Malta,,,,,,49.0,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Netherlands,374.0,368.0,311.0,372.0,933.0,987.0,628.0,828.0,113.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Austria,84.0,55.0,316.0,265.0,344.0,472.0,206.0,242.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Poland,254.0,585.0,84.0,1131.0,1084.0,121.0,333.0,624.0,248.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Portugal,,292.0,248.0,18.0,261.0,223.0,,113.0,92.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Romania,,115.0,225.0,228.0,366.0,456.0,111.0,172.0,186.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovenia,44.0,53.0,78.0,81.0,102.0,101.0,,47.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Slovakia,53.0,63.0,166.0,206.0,244.0,211.0,,112.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Finland,74.0,208.0,251.0,188.0,203.0,169.0,69.0,115.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Sweden,,426.0,383.0,405.0,533.0,611.0,253.0,469.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Iceland,,,,,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Norway,69.0,225.0,23.0,218.0,247.0,297.0,123.0,183.0,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Switzerland,231.0,667.0,486.0,61.0,859.0,109.0,471.0,709.0,65.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
United Kingdom,1799.0,1414.0,155.0,1454.0,2623.0,3734.0,1534.0,370.0,311.0,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
Türkiye,,,,,,,,,,Sheet 68,ISCED 5–8,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,184.0,5131.0,5228.0,4654.0,6373.0,8743.0,309.0,4722.0,1955.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,2512.0,5618.0,5675.0,5144.0,7357.0,10289.0,3649.0,6292.0,2015.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,1538.0,4294.0,4126.0,3487.0,4944.0,6793.0,2453.0,3676.0,1591.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Belgium,19.0,148.0,14.0,156.0,322.0,477.0,242.0,434.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Bulgaria,,,66.0,,67.0,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Czechia,,61.0,93.0,79.0,138.0,158.0,38.0,151.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Denmark,,41.0,6.0,,77.0,14.0,65.0,64.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Germany,,1047.0,1156.0,954.0,1272.0,235.0,843.0,678.0,879.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Estonia,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Ireland,63.0,7.0,51.0,46.0,56.0,84.0,,116.0,55.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Greece,,165.0,268.0,172.0,212.0,178.0,68.0,69.0,68.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Spain,203.0,959.0,881.0,683.0,101.0,102.0,197.0,563.0,214.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
France,,,,51.0,658.0,889.0,,652.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Croatia,,,43.0,,46.0,49.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Italy,136.0,677.0,616.0,398.0,44.0,759.0,252.0,523.0,104.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Cyprus,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Latvia,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Lithuania,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Luxembourg,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Hungary,67.0,59.0,142.0,91.0,89.0,163.0,63.0,163.0,52.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Malta,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Netherlands,139.0,167.0,115.0,121.0,395.0,396.0,242.0,327.0,58.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Austria,,215.0,116.0,101.0,136.0,229.0,83.0,76.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Poland,79.0,32.0,383.0,611.0,551.0,765.0,222.0,369.0,158.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Portugal,,17.0,91.0,9.0,126.0,112.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Romania,,73.0,115.0,112.0,159.0,314.0,,73.0,12.0,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Slovenia,,,52.0,,53.0,48.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Slovakia,,,6.0,74.0,79.0,95.0,,56.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Finland,,73.0,91.0,84.0,98.0,67.0,4.0,45.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Sweden,,231.0,201.0,,302.0,314.0,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Iceland,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Norway,,107.0,104.0,87.0,117.0,121.0,58.0,9.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Switzerland,82.0,278.0,158.0,273.0,285.0,387.0,197.0,237.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
United Kingdom,672.0,487.0,447.0,489.0,984.0,1546.0,559.0,1571.0,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
Türkiye,,,,,,,,,,Sheet 69,ISCED 5–8,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,2504.0,490.0,4057.0,3654.0,5071.0,6531.0,2502.0,4169.0,1665.0,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,3465.0,5401.0,4544.0,4124.0,5836.0,7512.0,2887.0,5283.0,1829.0,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,2242.0,4389.0,3513.0,2966.0,4318.0,5752.0,2208.0,3569.0,1527.0,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Belgium,196.0,16.0,102.0,102.0,256.0,328.0,198.0,351.0,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Bulgaria,,,,6.0,56.0,64.0,,,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Czechia,42.0,52.0,104.0,82.0,121.0,105.0,48.0,87.0,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Denmark,5.0,,,,85.0,122.0,66.0,69.0,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Germany,1101.0,1912.0,1198.0,1216.0,1909.0,2818.0,1011.0,1489.0,1072.0,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Estonia,,,,,,,,,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
Ireland,,,,,,,,44.0,,Sheet 70,ISCED 5–8,Towns and suburbs,50-74,Male
